Step,Event_Type,Stimulus,display_seconds,start_seconds
47,single text,,0.0,721.4101929664612
47,single text,1 trial Ready,0.0,723.1942090988159
0,seq texts,"['4', '1', '3', '2', '4']",6,0.007820844650268555
1,ISI,+,24,6.037846088409424
2,seq texts,"['1', '4', '2', '3', '1']",6,30.05304980278015
3,ISI,+,24,36.103517055511475
4,seq texts,"['1', '4', '2', '3', '1']",6,60.11810111999512
5,ISI,+,24,66.17000675201416
6,seq texts,"['4', '1', '3', '2', '4']",6,90.1815459728241
7,ISI,+,24,96.23564505577087
8,seq texts,"['1', '4', '2', '3', '1']",6,120.2499349117279
9,ISI,+,24,126.2859218120575
10,seq texts,"['4', '1', '3', '2', '4']",6,150.2995810508728
11,ISI,+,24,156.35190105438232
12,seq texts,"['1', '4', '2', '3', '1']",6,180.36259484291077
13,ISI,+,24,186.4184799194336
14,seq texts,"['4', '1', '3', '2', '4']",6,210.43274879455566
15,ISI,+,24,216.46825885772705
16,seq texts,"['4', '1', '3', '2', '4']",6,240.47847986221313
17,ISI,+,24,246.53438806533813
18,seq texts,"['1', '4', '2', '3', '1']",6,270.5438621044159
19,ISI,+,24,276.5674467086792
20,seq texts,"['1', '4', '2', '3', '1']",6,300.58139181137085
21,ISI,+,24,306.6170868873596
22,seq texts,"['4', '1', '3', '2', '4']",6,330.6281518936157
23,ISI,+,24,336.66659212112427
24,seq texts,"['4', '1', '3', '2', '4']",6,360.6774117946625
25,ISI,+,24,366.7163050174713
26,seq texts,"['1', '4', '2', '3', '1']",6,390.72711300849915
27,ISI,+,24,396.749315738678
28,seq texts,"['4', '1', '3', '2', '4']",6,420.76198291778564
29,ISI,+,24,426.81549072265625
30,seq texts,"['1', '4', '2', '3', '1']",6,450.8282787799835
31,ISI,+,24,456.8653838634491
32,seq texts,"['4', '1', '3', '2', '4']",6,480.87665581703186
33,ISI,+,24,486.91490483283997
34,seq texts,"['1', '4', '2', '3', '1']",6,510.92688488960266
35,ISI,+,24,516.964516878128
36,seq texts,"['1', '4', '2', '3', '1']",6,540.976970911026
37,ISI,+,24,547.0142948627472
38,seq texts,"['4', '1', '3', '2', '4']",6,571.0270190238953
39,ISI,+,24,577.0803639888763
40,seq texts,"['1', '4', '2', '3', '1']",6,601.0944859981537
41,ISI,+,24,607.1300120353699
42,seq texts,"['4', '1', '3', '2', '4']",6,631.1443316936493
43,ISI,+,24,637.1962869167328
44,seq texts,"['4', '1', '3', '2', '4']",6,661.2107117176056
45,ISI,+,24,667.2625107765198
46,seq texts,"['1', '4', '2', '3', '1']",6,691.2759139537811
47,ISI,+,24,697.3288388252258
-1,End,End,0,721.3321197032928
