Step,Event_Type,Stimulus,display_seconds,start_seconds
119,single text,,0.0,512.4185378551483
119,single text,5 trial Ready,0.0,520.9144258499146
0,single text,2,0.5,0.02382802963256836
1,ISI,+,6,0.5385270118713379
2,single text,1,0.5,6.577565908432007
3,ISI,+,1,7.1075451374053955
4,single text,4,0.5,8.12130093574524
5,ISI,+,2,8.641862154006958
6,single text,3,0.5,10.658138275146484
7,Bundle Interval,...,10,11.188129186630249
8,seq texts,"['4', '3', '2', '1', '4']",15,21.226766109466553
9,ISI,+,21,22.47419023513794
10,single text,2,0.5,43.508727073669434
11,ISI,+,5,44.023658990859985
12,single text,1,0.5,49.04178524017334
13,ISI,+,3,49.556190967559814
14,single text,3,0.5,52.59108209609985
15,ISI,+,2,53.1047580242157
16,single text,4,0.5,55.12377595901489
17,Bundle Interval,...,10,55.63741898536682
18,seq texts,"['1', '4', '2', '3', '1']",15,65.67795515060425
19,ISI,+,21,66.85491991043091
20,single text,1,0.5,87.89407324790955
21,ISI,+,1,88.4229371547699
22,single text,2,0.5,89.45359110832214
23,ISI,+,7,89.97403907775879
24,single text,3,0.5,97.00606799125671
25,ISI,+,5,97.52373099327087
26,single text,4,0.5,102.55854892730713
27,Bundle Interval,...,10,103.08871102333069
28,seq texts,"['1', '4', '2', '3', '1']",15,113.12543606758118
29,ISI,+,21,114.65770220756531
30,single text,1,0.5,135.6925811767578
31,ISI,+,3,136.22207689285278
32,single text,3,0.5,139.23599219322205
33,ISI,+,8,139.7527952194214
34,single text,2,0.5,147.7919900417328
35,ISI,+,5,148.32187294960022
36,single text,4,0.5,153.34108591079712
37,Bundle Interval,...,10,153.87115693092346
38,seq texts,"['4', '3', '2', '1', '4']",15,163.90607810020447
39,ISI,+,21,165.7075309753418
40,single text,2,0.5,186.74170398712158
41,ISI,+,2,187.271014213562
42,single text,3,0.5,189.28901314735413
43,ISI,+,4,189.8185579776764
44,single text,1,0.5,193.83844923973083
45,ISI,+,1,194.35181212425232
46,single text,4,0.5,195.36845016479492
47,Bundle Interval,...,10,195.888925075531
48,seq texts,"['1', '4', '2', '3', '1']",15,205.9236080646515
49,ISI,+,21,207.15299892425537
50,single text,3,0.5,228.17250728607178
51,ISI,+,1,228.68551397323608
52,single text,2,0.5,229.70172595977783
53,ISI,+,4,230.22165417671204
54,single text,1,0.5,234.25109815597534
55,ISI,+,1,234.76745200157166
56,single text,4,0.5,235.78440594673157
57,Bundle Interval,...,10,236.30560207366943
58,seq texts,"['4', '3', '2', '1', '4']",15,246.34024715423584
59,ISI,+,21,247.5359489917755
60,single text,4,0.5,268.5737750530243
61,ISI,+,6,269.1035330295563
62,single text,1,0.5,275.13978600502014
63,ISI,+,5,275.65144395828247
64,single text,3,0.5,280.66813111305237
65,ISI,+,2,281.18566823005676
66,single text,2,0.5,283.20389008522034
67,Bundle Interval,...,10,283.71697902679443
68,seq texts,"['4', '3', '2', '1', '4']",15,293.75629711151123
69,ISI,+,21,295.1845271587372
70,single text,4,0.5,316.2230222225189
71,ISI,+,4,316.7524471282959
72,single text,1,0.5,320.7694571018219
73,ISI,+,3,321.2827241420746
74,single text,2,0.5,324.302490234375
75,ISI,+,2,324.8162932395935
76,single text,3,0.5,326.83632707595825
77,Bundle Interval,...,10,327.3661482334137
78,seq texts,"['1', '4', '2', '3', '1']",15,337.38432097435
79,ISI,+,21,338.80355405807495
80,single text,4,0.5,359.8379809856415
81,ISI,+,2,360.36788296699524
82,single text,2,0.5,362.3855240345001
83,ISI,+,1,362.89882922172546
84,single text,3,0.5,363.91578912734985
85,ISI,+,3,364.43527603149414
86,single text,1,0.5,367.4687840938568
87,Bundle Interval,...,10,367.9822061061859
88,seq texts,"['1', '4', '2', '3', '1']",15,378.02156114578247
89,ISI,+,21,379.51893305778503
90,single text,4,0.5,400.5539140701294
91,ISI,+,2,401.08443999290466
92,single text,2,0.5,403.10146403312683
93,ISI,+,6,403.6149501800537
94,single text,1,0.5,409.63511300086975
95,ISI,+,1,410.14860010147095
96,single text,3,0.5,411.16462421417236
97,Bundle Interval,...,10,411.6842129230499
98,seq texts,"['1', '4', '2', '3', '1']",15,421.720055103302
99,ISI,+,21,422.8672959804535
100,single text,2,0.5,443.9055380821228
101,ISI,+,3,444.43354392051697
102,single text,3,0.5,447.4685130119324
103,ISI,+,1,447.981082201004
104,single text,4,0.5,448.99732995033264
105,ISI,+,2,449.5174081325531
106,single text,1,0.5,451.5343220233917
107,Bundle Interval,...,10,452.0474371910095
108,seq texts,"['4', '3', '2', '1', '4']",15,462.0842890739441
109,ISI,+,21,463.6660931110382
110,single text,3,0.5,484.7034339904785
111,ISI,+,2,485.2329320907593
112,single text,1,0.5,487.26740884780884
113,ISI,+,2,487.7801148891449
114,single text,2,0.5,489.7998731136322
115,ISI,+,1,490.31352186203003
116,single text,4,0.5,491.33017802238464
117,Bundle Interval,...,10,491.849680185318
118,seq texts,"['4', '3', '2', '1', '4']",15,501.88573694229126
119,ISI,+,21,503.2313380241394
-1,End,End,0,524.2370140552521
