Step,Event_Type,Stimulus,display_seconds,start_seconds
47,single text,,0.0,721.6037261486053
47,single text,2 trial Ready,0.0,833.5427739620209
0,seq texts,"['1', '4', '2', '3', '1']",6,0.022656917572021484
1,ISI,+,24,6.069134950637817
2,seq texts,"['4', '1', '3', '2', '4']",6,30.083300828933716
3,ISI,+,24,36.13436794281006
4,seq texts,"['1', '4', '2', '3', '1']",6,60.1492280960083
5,ISI,+,24,66.20093584060669
6,seq texts,"['4', '1', '3', '2', '4']",6,90.21576499938965
7,ISI,+,24,96.26684284210205
8,seq texts,"['4', '1', '3', '2', '4']",6,120.28168201446533
9,ISI,+,24,126.31669688224792
10,seq texts,"['1', '4', '2', '3', '1']",6,150.3283989429474
11,ISI,+,24,156.3826448917389
12,seq texts,"['4', '1', '3', '2', '4']",6,180.39682292938232
13,ISI,+,24,186.4488649368286
14,seq texts,"['1', '4', '2', '3', '1']",6,210.46368098258972
15,ISI,+,24,216.51593708992004
16,seq texts,"['1', '4', '2', '3', '1']",6,240.53058695793152
17,ISI,+,24,246.58099794387817
18,seq texts,"['4', '1', '3', '2', '4']",6,270.59273195266724
19,ISI,+,24,276.64720582962036
20,seq texts,"['4', '1', '3', '2', '4']",6,300.659786939621
21,ISI,+,24,306.71330189704895
22,seq texts,"['1', '4', '2', '3', '1']",6,330.72564792633057
23,ISI,+,24,336.7794699668884
24,seq texts,"['1', '4', '2', '3', '1']",6,360.7949559688568
25,ISI,+,24,366.84580087661743
26,seq texts,"['4', '1', '3', '2', '4']",6,390.86096000671387
27,ISI,+,24,396.9117269515991
28,seq texts,"['1', '4', '2', '3', '1']",6,420.92660093307495
29,ISI,+,24,426.97733998298645
30,seq texts,"['4', '1', '3', '2', '4']",6,450.98807883262634
31,ISI,+,24,457.0276868343353
32,seq texts,"['4', '1', '3', '2', '4']",6,481.04222989082336
33,ISI,+,24,487.09344577789307
34,seq texts,"['1', '4', '2', '3', '1']",6,511.105712890625
35,ISI,+,24,517.1597990989685
36,seq texts,"['4', '1', '3', '2', '4']",6,541.1743507385254
37,ISI,+,24,547.209203004837
38,seq texts,"['1', '4', '2', '3', '1']",6,571.2237858772278
39,ISI,+,24,577.2752938270569
40,seq texts,"['4', '1', '3', '2', '4']",6,601.2882640361786
41,ISI,+,24,607.3414158821106
42,seq texts,"['1', '4', '2', '3', '1']",6,631.3566129207611
43,ISI,+,24,637.4075448513031
44,seq texts,"['1', '4', '2', '3', '1']",6,661.4221980571747
45,ISI,+,24,667.4737620353699
46,seq texts,"['4', '1', '3', '2', '4']",6,691.4868519306183
47,ISI,+,24,697.5397849082947
-1,End,End,0,721.5456838607788
