Step,Response,seconds
2,3,1.9034059047698975
3,1,2.6162540912628174
5,4,6.964303016662598
7,2,9.216459035873413
8,1,19.4207661151886
8,4,19.892727851867676
8,2,20.48492193222046
8,3,20.910839080810547
8,1,21.416944980621338
8,"['1', '4', '2', '3', '1']",21.41721200942993
11,3,43.255131006240845
14,4,48.68042182922363
15,3,49.64335584640503
18,1,61.87283682823181
18,4,62.38797092437744
18,2,63.38545322418213
18,3,63.83275079727173
18,1,64.37984204292297
18,"['1', '4', '2', '3', '1']",64.38010883331299
21,1,87.92857885360718
23,2,91.10185098648071
25,4,93.08719491958618
27,3,96.98507404327393
28,4,107.69930696487427
28,3,108.11199283599854
28,2,108.54493021965027
28,1,109.07274103164673
28,4,109.48297309875488
28,"['4', '3', '2', '1', '4']",109.48324203491211
31,1,131.50999307632446
33,3,135.8542537689209
35,2,137.47507309913635
37,4,142.05680799484253
38,4,152.70646619796753
38,3,153.148864030838
38,2,153.7097680568695
38,1,154.26562905311584
38,4,154.645653963089
38,"['4', '3', '2', '1', '4']",154.64592003822327
41,1,176.83631110191345
43,3,179.00836515426636
45,4,184.6402370929718
47,2,190.90083694458008
48,1,202.19362378120422
48,4,202.7136971950531
48,2,203.63780307769775
48,3,204.05540204048157
48,1,204.62035202980042
48,"['1', '4', '2', '3', '1']",204.6206238269806
51,1,226.63041996955872
53,4,229.31909203529358
55,2,235.72657203674316
57,3,237.25743913650513
58,4,247.8443248271942
58,3,248.27690196037292
58,2,248.74978590011597
58,1,249.24281191825867
58,4,249.88471603393555
58,"['4', '3', '2', '1', '4']",249.88498306274414
61,2,272.02375411987305
63,1,273.65554308891296
65,4,277.11090111732483
67,3,280.10515689849854
68,4,291.34015011787415
68,3,291.83624720573425
68,2,292.42833375930786
68,1,293.963721036911
68,4,294.3364040851593
68,"['4', '3', '2', '1', '4']",294.3367829322815
71,4,316.34753489494324
73,2,318.09514904022217
75,3,325.5929479598999
77,1,332.537987947464
78,4,341.5125398635864
78,3,341.89519691467285
78,2,342.30405592918396
78,1,342.82846999168396
78,4,343.7182071208954
78,"['4', '3', '2', '1', '4']",343.71846890449524
81,2,366.0681269168854
83,1,372.4565749168396
85,3,373.73785614967346
87,4,376.51769495010376
88,1,387.42139983177185
88,4,387.89698600769043
88,2,389.59811210632324
88,3,390.0494191646576
88,1,390.6495487689972
88,"['1', '4', '2', '3', '1']",390.64979791641235
91,2,412.73187804222107
93,3,416.8943829536438
95,4,419.31112790107727
97,1,428.03114914894104
98,4,438.9720859527588
98,3,439.41779589653015
98,2,440.12655687332153
98,1,440.868812084198
98,4,441.348748922348
98,"['4', '3', '2', '1', '4']",441.3490078449249
101,4,463.58738899230957
103,3,465.8337559700012
105,2,467.36897802352905
107,1,470.953351020813
108,1,482.1334128379822
108,4,482.7847349643707
108,2,483.6594588756561
108,3,484.2292540073395
108,1,484.7587878704071
108,"['1', '4', '2', '3', '1']",484.7590539455414
111,3,506.70989179611206
113,4,509.34827709198
115,1,510.91821002960205
117,2,512.4053990840912
118,1,523.1394150257111
118,4,523.6250069141388
118,2,525.1558699607849
118,3,525.5768709182739
118,1,527.0353510379791
118,"['1', '4', '2', '3', '1']",527.0356149673462
