Step,Event_Type,Stimulus,display_seconds,start_seconds
119,single text,,0.0,553.0298402309418
119,single text,6 trial Ready,0.0,563.1291210651398
0,single text,1,0.5,0.023894786834716797
1,ISI,+,2,0.5383586883544922
2,single text,3,0.5,2.555144786834717
3,ISI,+,5,3.0748777389526367
4,single text,4,0.5,8.09112286567688
5,ISI,+,6,8.606131792068481
6,single text,2,0.5,14.625603675842285
7,Bundle Interval,...,10,15.1387038230896
8,seq texts,"['1', '4', '2', '3', '1']",15,25.174547910690308
9,ISI,+,21,29.759071826934814
10,single text,1,0.5,50.77154469490051
11,ISI,+,4,51.28969693183899
12,single text,2,0.5,55.3253219127655
13,ISI,+,1,55.83703398704529
14,single text,4,0.5,56.85363483428955
15,ISI,+,4,57.374143838882446
16,single text,3,0.5,61.3874728679657
17,Bundle Interval,...,10,61.90372371673584
18,seq texts,"['4', '3', '2', '1', '4']",15,71.94180178642273
19,ISI,+,21,75.77258276939392
20,single text,2,0.5,96.80841970443726
21,ISI,+,4,97.33890771865845
22,single text,4,0.5,101.35587096214294
23,ISI,+,1,101.86995077133179
24,single text,3,0.5,102.88630867004395
25,ISI,+,1,103.40658378601074
26,single text,1,0.5,104.41990780830383
27,Bundle Interval,...,10,104.93983793258667
28,seq texts,"['1', '4', '2', '3', '1']",15,114.97422003746033
29,ISI,+,21,118.67321395874023
30,single text,4,0.5,139.70567178726196
31,ISI,+,1,140.22259378433228
32,single text,2,0.5,141.2524847984314
33,ISI,+,7,141.76916193962097
34,single text,3,0.5,148.78626203536987
35,ISI,+,5,149.30519771575928
36,single text,1,0.5,154.3193027973175
37,Bundle Interval,...,10,154.8374388217926
38,seq texts,"['4', '3', '2', '1', '4']",15,164.87351965904236
39,ISI,+,21,167.67046666145325
40,single text,2,0.5,188.68854093551636
41,ISI,+,4,189.2022409439087
42,single text,3,0.5,193.22105598449707
43,ISI,+,2,193.73452281951904
44,single text,4,0.5,195.7512309551239
45,ISI,+,8,196.26809692382812
46,single text,1,0.5,204.28874492645264
47,Bundle Interval,...,10,204.80188274383545
48,seq texts,"['4', '3', '2', '1', '4']",15,214.8219609260559
49,ISI,+,21,217.80356669425964
50,single text,4,0.5,238.8214828968048
51,ISI,+,2,239.33471488952637
52,single text,1,0.5,241.35418176651
53,ISI,+,2,241.8669707775116
54,single text,3,0.5,243.88680768013
55,ISI,+,1,244.40057587623596
56,single text,2,0.5,245.41745781898499
57,Bundle Interval,...,10,245.93384075164795
58,seq texts,"['1', '4', '2', '3', '1']",15,255.95313382148743
59,ISI,+,21,259.70130681991577
60,single text,4,0.5,280.71702671051025
61,ISI,+,1,281.2380337715149
62,single text,1,0.5,282.24966287612915
63,ISI,+,1,282.766658782959
64,single text,2,0.5,283.7836706638336
65,ISI,+,1,284.3000009059906
66,single text,3,0.5,285.3164358139038
67,Bundle Interval,...,10,285.8330488204956
68,seq texts,"['4', '3', '2', '1', '4']",15,295.8711807727814
69,ISI,+,21,299.701917886734
70,single text,3,0.5,320.7196726799011
71,ISI,+,5,321.2333607673645
72,single text,4,0.5,326.2500567436218
73,ISI,+,3,326.7679479122162
74,single text,2,0.5,329.7861659526825
75,ISI,+,2,330.2998378276825
76,single text,1,0.5,332.31934571266174
77,Bundle Interval,...,10,332.8489956855774
78,seq texts,"['1', '4', '2', '3', '1']",15,342.8871386051178
79,ISI,+,21,346.59992384910583
80,single text,3,0.5,367.636727809906
81,ISI,+,1,368.16762804985046
82,single text,2,0.5,369.1816508769989
83,ISI,+,3,369.70191264152527
84,single text,4,0.5,372.717670917511
85,ISI,+,2,373.2317476272583
86,single text,1,0.5,375.2515068054199
87,Bundle Interval,...,10,375.7647156715393
88,seq texts,"['1', '4', '2', '3', '1']",15,385.78299593925476
89,ISI,+,21,389.2988967895508
90,single text,4,0.5,410.31864070892334
91,ISI,+,3,410.8496446609497
92,single text,3,0.5,413.8836898803711
93,ISI,+,1,414.39772963523865
94,single text,1,0.5,415.4139666557312
95,ISI,+,2,415.9333817958832
96,single text,2,0.5,417.9495508670807
97,Bundle Interval,...,10,418.4804449081421
98,seq texts,"['4', '3', '2', '1', '4']",15,428.50072598457336
99,ISI,+,21,431.49800872802734
100,single text,1,0.5,452.5336937904358
101,ISI,+,4,453.04698276519775
102,single text,4,0.5,457.0660607814789
103,ISI,+,3,457.5795907974243
104,single text,3,0.5,460.598938703537
105,ISI,+,2,461.1133875846863
106,single text,2,0.5,463.132643699646
107,Bundle Interval,...,10,463.6461749076843
108,seq texts,"['4', '3', '2', '1', '4']",15,473.68437576293945
109,ISI,+,21,477.3984236717224
110,single text,4,0.5,498.43234276771545
111,ISI,+,6,498.9463267326355
112,single text,2,0.5,504.9629428386688
113,ISI,+,5,505.4801516532898
114,single text,1,0.5,510.50012278556824
115,ISI,+,2,511.0306990146637
116,single text,3,0.5,513.0483636856079
117,Bundle Interval,...,10,513.5619688034058
118,seq texts,"['1', '4', '2', '3', '1']",15,523.5988669395447
119,ISI,+,21,527.6128108501434
-1,End,End,0,548.6153526306152
