Step,Response,seconds
1,1,1.8858211040496826
3,4,5.699251174926758
5,3,8.695784091949463
7,2,11.133706092834473
8,1,22.64475989341736
8,4,23.063534021377563
8,2,23.94554305076599
8,3,24.28359317779541
8,1,24.904587030410767
8,"['1', '4', '2', '3', '1']",24.904852151870728
11,2,47.30698895454407
13,3,49.17178797721863
15,1,54.080737829208374
17,4,55.872775077819824
18,4,66.20192694664001
18,3,66.94539999961853
18,2,67.39559507369995
18,1,68.06064009666443
18,4,68.65354824066162
18,"['4', '3', '2', '1', '4']",68.653813123703
21,1,91.28955602645874
23,2,98.20922780036926
25,3,99.5753870010376
27,4,101.1302502155304
28,1,112.09771084785461
28,4,112.68363404273987
28,2,113.41112399101257
28,3,113.91649293899536
28,1,114.5523910522461
28,"['1', '4', '2', '3', '1']",114.55265808105469
31,2,136.7266149520874
33,4,138.01711201667786
35,1,143.7661111354828
37,3,145.78431916236877
38,4,157.21574115753174
38,3,157.60310792922974
38,2,158.0155279636383
38,1,158.45629715919495
38,4,158.84985303878784
38,"['4', '3', '2', '1', '4']",158.8501238822937
41,2,181.0570731163025
43,1,182.5446071624756
45,4,186.09351110458374
47,3,189.05372595787048
48,4,200.3591959476471
48,3,200.6896800994873
48,2,201.1659858226776
48,1,202.18935203552246
48,4,202.61162209510803
48,"['4', '3', '2', '1', '4']",202.61188793182373
51,3,224.80892610549927
53,4,227.14832282066345
55,1,228.8185338973999
57,2,230.56997203826904
58,1,241.12800908088684
58,4,241.77001881599426
58,2,242.35989117622375
58,3,242.7249140739441
58,1,243.3398470878601
58,"['1', '4', '2', '3', '1']",243.3400959968567
61,1,265.51460313796997
63,2,270.1320421695709
65,4,271.81189012527466
67,3,275.4978520870209
68,4,286.64326095581055
68,3,287.05921697616577
68,2,287.602988243103
68,1,288.4140980243683
68,4,288.83131980895996
68,"['4', '3', '2', '1', '4']",288.83158683776855
73,3,313.2244760990143
75,4,319.0935490131378
77,2,325.593633890152
78,1,336.61832213401794
78,4,337.16616678237915
78,2,337.8130600452423
78,3,338.2259511947632
78,1,338.7659070491791
78,"['1', '4', '2', '3', '1']",338.76617407798767
81,3,360.8030381202698
83,2,362.1574900150299
85,4,365.8929159641266
87,1,368.66362500190735
88,1,379.1848111152649
88,4,379.9096519947052
88,2,380.6365511417389
88,3,381.0713109970093
88,1,381.5563499927521
88,"['1', '4', '2', '3', '1']",381.55661392211914
91,4,403.5529828071594
93,2,410.45001101493835
95,1,415.8749690055847
97,3,417.9947040081024
98,4,429.32500314712524
98,3,429.84770011901855
98,2,430.2834930419922
98,1,431.00329518318176
98,4,431.5153501033783
98,"['4', '3', '2', '1', '4']",431.5156161785126
101,2,453.5774748325348
103,4,458.1272280216217
105,3,459.290137052536
107,1,461.10744404792786
108,4,472.2282750606537
108,3,472.58159613609314
108,2,473.02159094810486
108,1,473.5211601257324
108,4,474.04258394241333
108,"['4', '3', '2', '1', '4']",474.0428431034088
111,4,496.1945948600769
113,3,498.2510600090027
115,2,500.12573194503784
117,1,503.6408438682556
118,1,514.635143995285
118,4,515.183629989624
118,2,516.1962540149689
118,3,516.5626001358032
118,1,517.1283118724823
118,"['1', '4', '2', '3', '1']",517.1285772323608
